task_id,project_day,date,weekday,block_id,block_label,block_hours,is_peak_block,block_duration_hrs,avg_volume_veh_hr,volume_factor,base_task_dm,dynamic_dm,delay_index
T12,26,2025-04-07,Monday,B4,peak_pm,17:00-19:00,1,2,2398,1.5327,1.38,2.1151,0.99
T14,26,2025-04-07,Monday,B1,early,06:00-07:00,0,1,413,1.0,1.1,1.1,-0.347
T14,26,2025-04-07,Monday,B2,peak_am,07:00-09:00,1,2,1933,1.3777,1.65,2.2732,0.769
T14,26,2025-04-07,Monday,B3,midday,09:00-16:00,0,7,1022,1.074,1.2,1.2888,0.118
T14,26,2025-04-07,Monday,B4,peak_pm,17:00-19:00,1,2,2494,1.5647,1.58,2.4722,0.99
T16,26,2025-04-07,Monday,B1,early,06:00-07:00,0,1,385,1.0,1.14,1.14,-0.359
T16,26,2025-04-07,Monday,B2,peak_am,07:00-09:00,1,2,1924,1.3747,1.7,2.337,0.76
T16,26,2025-04-07,Monday,B3,midday,09:00-16:00,0,7,1037,1.079,1.24,1.338,0.126
T16,26,2025-04-07,Monday,B4,peak_pm,17:00-19:00,1,2,2223,1.4743,1.65,2.4326,0.953
T12,27,2025-04-08,Tuesday,B1,early,06:00-07:00,0,1,431,1.0,1.06,1.06,-0.307
T12,27,2025-04-08,Tuesday,B2,peak_am,07:00-09:00,1,2,1914,1.3713,1.42,1.9472,0.751
T12,27,2025-04-08,Tuesday,B3,midday,09:00-16:00,0,7,1031,1.077,1.11,1.1955,0.102
T12,27,2025-04-08,Tuesday,B4,peak_pm,17:00-19:00,1,2,2534,1.578,1.38,2.1776,0.99
T14,27,2025-04-08,Tuesday,B1,early,06:00-07:00,0,1,410,1.0,1.1,1.1,-0.321
T14,27,2025-04-08,Tuesday,B2,peak_am,07:00-09:00,1,2,2160,1.4533,1.65,2.3979,0.907
T14,27,2025-04-08,Tuesday,B3,midday,09:00-16:00,0,7,1082,1.094,1.2,1.3128,0.152
T14,27,2025-04-08,Tuesday,B4,peak_pm,17:00-19:00,1,2,2512,1.5707,1.58,2.4817,0.99
T16,27,2025-04-08,Tuesday,B1,early,06:00-07:00,0,1,352,1.0,1.14,1.14,-0.373
T16,27,2025-04-08,Tuesday,B2,peak_am,07:00-09:00,1,2,2036,1.412,1.7,2.4004,0.834
T16,27,2025-04-08,Tuesday,B3,midday,09:00-16:00,0,7,990,1.0633,1.24,1.3185,0.094
T16,27,2025-04-08,Tuesday,B4,peak_pm,17:00-19:00,1,2,2312,1.504,1.65,2.4816,0.99
T14,28,2025-04-09,Wednesday,B1,early,06:00-07:00,0,1,391,1.0,1.1,1.1,-0.359
T14,28,2025-04-09,Wednesday,B2,peak_am,07:00-09:00,1,2,2048,1.416,1.65,2.3364,0.848
T14,28,2025-04-09,Wednesday,B3,midday,09:00-16:00,0,7,986,1.062,1.2,1.2744,0.088
T14,28,2025-04-09,Wednesday,B4,peak_pm,17:00-19:00,1,2,2378,1.526,1.58,2.4111,0.99
T17,28,2025-04-09,Wednesday,B1,early,06:00-07:00,0,1,409,1.0,1.14,1.14,-0.348
T17,28,2025-04-09,Wednesday,B2,peak_am,07:00-09:00,1,2,1946,1.382,1.7,2.3494,0.77
T17,28,2025-04-09,Wednesday,B3,midday,09:00-16:00,0,7,964,1.0547,1.24,1.3078,0.078
T17,28,2025-04-09,Wednesday,B4,peak_pm,17:00-19:00,1,2,2502,1.5673,1.65,2.586,0.99
T19,28,2025-04-09,Wednesday,B1,early,06:00-07:00,0,1,357,1.0,1.18,1.18,-0.385
T19,28,2025-04-09,Wednesday,B2,peak_am,07:00-09:00,1,2,2160,1.4533,1.75,2.5433,0.901
T19,28,2025-04-09,Wednesday,B3,midday,09:00-16:00,0,7,1077,1.0923,1.28,1.3981,0.153
T19,28,2025-04-09,Wednesday,B4,peak_pm,17:00-19:00,1,2,2245,1.4817,1.7,2.5189,0.99
T14,29,2025-04-10,Thursday,B1,early,06:00-07:00,0,1,352,1.0,1.1,1.1,-0.391
T14,29,2025-04-10,Thursday,B2,peak_am,07:00-09:00,1,2,2013,1.4043,1.65,2.3171,0.828
T14,29,2025-04-10,Thursday,B3,midday,09:00-16:00,0,7,982,1.0607,1.2,1.2728,0.082
T14,29,2025-04-10,Thursday,B4,peak_pm,17:00-19:00,1,2,2304,1.5013,1.58,2.3721,0.99
T17,29,2025-04-10,Thursday,B1,early,06:00-07:00,0,1,399,1.0,1.14,1.14,-0.356
T17,29,2025-04-10,Thursday,B2,peak_am,07:00-09:00,1,2,2097,1.4323,1.7,2.4349,0.868
T17,29,2025-04-10,Thursday,B3,midday,09:00-16:00,0,7,1019,1.073,1.24,1.3305,0.105
T17,29,2025-04-10,Thursday,B4,peak_pm,17:00-19:00,1,2,2668,1.6227,1.65,2.6775,0.99
T19,29,2025-04-10,Thursday,B1,early,06:00-07:00,0,1,375,1.0,1.18,1.18,-0.36
T19,29,2025-04-10,Thursday,B2,peak_am,07:00-09:00,1,2,2068,1.4227,1.75,2.4897,0.863
T19,29,2025-04-10,Thursday,B3,midday,09:00-16:00,0,7,1055,1.085,1.28,1.3888,0.121
T19,29,2025-04-10,Thursday,B4,peak_pm,17:00-19:00,1,2,2404,1.5347,1.7,2.609,0.99
T15,30,2025-04-11,Friday,B1,early,06:00-07:00,0,1,423,1.0,1.08,1.08,-0.322
T15,30,2025-04-11,Friday,B2,peak_am,07:00-09:00,1,2,2009,1.403,1.62,2.2729,0.83
T15,30,2025-04-11,Friday,B3,midday,09:00-16:00,0,7,1020,1.0733,1.18,1.2665,0.106
T15,30,2025-04-11,Friday,B4,peak_pm,17:00-19:00,1,2,2350,1.5167,1.55,2.3509,0.99
T17,30,2025-04-11,Friday,B1,early,06:00-07:00,0,1,427,1.0,1.14,1.14,-0.321
T17,30,2025-04-11,Friday,B2,peak_am,07:00-09:00,1,2,1825,1.3417,1.7,2.2809,0.698
T17,30,2025-04-11,Friday,B3,midday,09:00-16:00,0,7,1031,1.077,1.24,1.3355,0.1
T17,30,2025-04-11,Friday,B4,peak_pm,17:00-19:00,1,2,2370,1.5233,1.65,2.5134,0.99
T19,30,2025-04-11,Friday,B1,early,06:00-07:00,0,1,414,1.0,1.18,1.18,-0.345
T19,30,2025-04-11,Friday,B2,peak_am,07:00-09:00,1,2,2124,1.4413,1.75,2.5223,0.905
T19,30,2025-04-11,Friday,B3,midday,09:00-16:00,0,7,1004,1.068,1.28,1.367,0.075
T19,30,2025-04-11,Friday,B4,peak_pm,17:00-19:00,1,2,2272,1.4907,1.7,2.5342,0.99
T15,31,2025-04-14,Monday,B1,early,06:00-07:00,0,1,434,1.0,1.08,1.08,-0.296
T15,31,2025-04-14,Monday,B2,peak_am,07:00-09:00,1,2,1719,1.3063,1.62,2.1162,0.606
T15,31,2025-04-14,Monday,B3,midday,09:00-16:00,0,7,1041,1.0803,1.18,1.2748,0.116
T15,31,2025-04-14,Monday,B4,peak_pm,17:00-19:00,1,2,2048,1.416,1.55,2.1948,0.84
T17,31,2025-04-14,Monday,B1,early,06:00-07:00,0,1,413,1.0,1.14,1.14,-0.325
T17,31,2025-04-14,Monday,B2,peak_am,07:00-09:00,1,2,1880,1.36,1.7,2.312,0.708
T17,31,2025-04-14,Monday,B3,midday,09:00-16:00,0,7,1056,1.0853,1.24,1.3458,0.14
T17,31,2025-04-14,Monday,B4,peak_pm,17:00-19:00,1,2,2073,1.4243,1.65,2.3501,0.871
T20,31,2025-04-14,Monday,B1,early,06:00-07:00,0,1,416,1.0,1.17,1.17,-0.332
T20,31,2025-04-14,Monday,B2,peak_am,07:00-09:00,1,2,2150,1.45,1.74,2.523,0.913
T20,31,2025-04-14,Monday,B3,midday,09:00-16:00,0,7,1026,1.0753,1.27,1.3656,0.128
T20,31,2025-04-14,Monday,B4,peak_pm,17:00-19:00,1,2,2292,1.4973,1.68,2.5155,0.99
T15,32,2025-04-15,Tuesday,B1,early,06:00-07:00,0,1,439,1.0,1.08,1.08,-0.326
T15,32,2025-04-15,Tuesday,B2,peak_am,07:00-09:00,1,2,2066,1.422,1.62,2.3036,0.846
T15,32,2025-04-15,Tuesday,B3,midday,09:00-16:00,0,7,924,1.0413,1.18,1.2287,0.03
T15,32,2025-04-15,Tuesday,B4,peak_pm,17:00-19:00,1,2,2132,1.444,1.55,2.2382,0.916
T18,32,2025-04-15,Tuesday,B1,early,06:00-07:00,0,1,465,1.0,1.12,1.12,-0.288
T18,32,2025-04-15,Tuesday,B2,peak_am,07:00-09:00,1,2,1796,1.332,1.68,2.2378,0.66
T18,32,2025-04-15,Tuesday,B3,midday,09:00-16:00,0,7,964,1.0547,1.22,1.2867,0.071
T18,32,2025-04-15,Tuesday,B4,peak_pm,17:00-19:00,1,2,2397,1.5323,1.62,2.4823,0.99
T20,32,2025-04-15,Tuesday,B1,early,06:00-07:00,0,1,416,1.0,1.17,1.17,-0.333
T20,32,2025-04-15,Tuesday,B2,peak_am,07:00-09:00,1,2,2082,1.4273,1.74,2.4835,0.883
T20,32,2025-04-15,Tuesday,B3,midday,09:00-16:00,0,7,1013,1.071,1.27,1.3602,0.119
T20,32,2025-04-15,Tuesday,B4,peak_pm,17:00-19:00,1,2,2306,1.502,1.68,2.5234,0.99
T15,33,2025-04-16,Wednesday,B1,early,06:00-07:00,0,1,446,1.0,1.08,1.08,-0.308
T15,33,2025-04-16,Wednesday,B2,peak_am,07:00-09:00,1,2,1998,1.3993,1.62,2.2669,0.813
T15,33,2025-04-16,Wednesday,B3,midday,09:00-16:00,0,7,1047,1.0823,1.18,1.2771,0.108
T15,33,2025-04-16,Wednesday,B4,peak_pm,17:00-19:00,1,2,2434,1.5447,1.55,2.3943,0.99
T18,33,2025-04-16,Wednesday,B1,early,06:00-07:00,0,1,452,1.0,1.12,1.12,-0.304
T18,33,2025-04-16,Wednesday,B2,peak_am,07:00-09:00,1,2,1993,1.3977,1.68,2.3481,0.791
T18,33,2025-04-16,Wednesday,B3,midday,09:00-16:00,0,7,1010,1.07,1.22,1.3054,0.083
T18,33,2025-04-16,Wednesday,B4,peak_pm,17:00-19:00,1,2,2286,1.4953,1.62,2.4224,0.99
T20,33,2025-04-16,Wednesday,B1,early,06:00-07:00,0,1,399,1.0,1.17,1.17,-0.34
T20,33,2025-04-16,Wednesday,B2,peak_am,07:00-09:00,1,2,2025,1.4083,1.74,2.4504,0.808
T20,33,2025-04-16,Wednesday,B3,midday,09:00-16:00,0,7,1024,1.0747,1.27,1.3649,0.106
T20,33,2025-04-16,Wednesday,B4,peak_pm,17:00-19:00,1,2,2201,1.467,1.68,2.4646,0.945
T15,34,2025-04-17,Thursday,B1,early,06:00-07:00,0,1,400,1.0,1.08,1.08,-0.327
T15,34,2025-04-17,Thursday,B2,peak_am,07:00-09:00,1,2,1960,1.3867,1.62,2.2465,0.765
T15,34,2025-04-17,Thursday,B3,midday,09:00-16:00,0,7,1038,1.0793,1.18,1.2736,0.11
T15,34,2025-04-17,Thursday,B4,peak_pm,17:00-19:00,1,2,2084,1.428,1.55,2.2134,0.858
T18,34,2025-04-17,Thursday,B1,early,06:00-07:00,0,1,387,1.0,1.12,1.12,-0.346
T18,34,2025-04-17,Thursday,B2,peak_am,07:00-09:00,1,2,1824,1.3413,1.68,2.2534,0.685
T18,34,2025-04-17,Thursday,B3,midday,09:00-16:00,0,7,1016,1.072,1.22,1.3078,0.103
T18,34,2025-04-17,Thursday,B4,peak_pm,17:00-19:00,1,2,2440,1.5467,1.62,2.5057,0.99
T21,34,2025-04-17,Thursday,B1,early,06:00-07:00,0,1,343,1.0,1.16,1.16,-0.367
T21,34,2025-04-17,Thursday,B2,peak_am,07:00-09:00,1,2,1856,1.352,1.72,2.3254,0.701
T21,34,2025-04-17,Thursday,B3,midday,09:00-16:00,0,7,1044,1.0813,1.26,1.3624,0.136
T21,34,2025-04-17,Thursday,B4,peak_pm,17:00-19:00,1,2,2449,1.5497,1.66,2.5725,0.99
T18,35,2025-04-18,Friday,B1,early,06:00-07:00,0,1,423,1.0,1.12,1.12,-0.301
T18,35,2025-04-18,Friday,B2,peak_am,07:00-09:00,1,2,2093,1.431,1.68,2.4041,0.866
T18,35,2025-04-18,Friday,B3,midday,09:00-16:00,0,7,972,1.0573,1.22,1.2899,0.086
T18,35,2025-04-18,Friday,B4,peak_pm,17:00-19:00,1,2,2497,1.5657,1.62,2.5364,0.99
T21,35,2025-04-18,Friday,B1,early,06:00-07:00,0,1,467,1.0,1.16,1.16,-0.275
T21,35,2025-04-18,Friday,B2,peak_am,07:00-09:00,1,2,1986,1.3953,1.72,2.3999,0.809
T21,35,2025-04-18,Friday,B3,midday,09:00-16:00,0,7,1038,1.0793,1.26,1.3599,0.137
T21,35,2025-04-18,Friday,B4,peak_pm,17:00-19:00,1,2,2314,1.5047,1.66,2.4978,0.99
T21,36,2025-04-21,Monday,B1,early,06:00-07:00,0,1,335,1.0,1.16,1.16,-0.389
T21,36,2025-04-21,Monday,B2,peak_am,07:00-09:00,1,2,1520,1.24,1.72,2.1328,0.451
T21,36,2025-04-21,Monday,B3,midday,09:00-16:00,0,7,821,1.007,1.26,1.2688,-0.039
T21,36,2025-04-21,Monday,B4,peak_pm,17:00-19:00,1,2,1882,1.3607,1.66,2.2588,0.707
T22,37,2025-04-22,Tuesday,B1,early,06:00-07:00,0,1,323,1.0,1.02,1.02,-0.375
T22,37,2025-04-22,Tuesday,B2,peak_am,07:00-09:00,1,2,1560,1.2533,1.08,1.3536,0.508
T22,37,2025-04-22,Tuesday,B3,midday,09:00-16:00,0,7,791,1.0,1.03,1.03,-0.045
T22,37,2025-04-22,Tuesday,B4,peak_pm,17:00-19:00,1,2,1835,1.345,1.06,1.4257,0.683
T22,38,2025-04-23,Wednesday,B1,early,06:00-07:00,0,1,325,1.0,1.02,1.02,-0.398
T22,38,2025-04-23,Wednesday,B2,peak_am,07:00-09:00,1,2,1744,1.3147,1.08,1.4199,0.608
T22,38,2025-04-23,Wednesday,B3,midday,09:00-16:00,0,7,823,1.0077,1.03,1.0379,-0.025
T22,38,2025-04-23,Wednesday,B4,peak_pm,17:00-19:00,1,2,1962,1.3873,1.06,1.4705,0.764
T22,39,2025-04-24,Thursday,B1,early,06:00-07:00,0,1,296,1.0,1.02,1.02,-0.409
T22,39,2025-04-24,Thursday,B2,peak_am,07:00-09:00,1,2,1765,1.3217,1.08,1.4274,0.652
T22,39,2025-04-24,Thursday,B3,midday,09:00-16:00,0,7,835,1.0117,1.03,1.0421,-0.007
T22,39,2025-04-24,Thursday,B4,peak_pm,17:00-19:00,1,2,2093,1.431,1.06,1.5169,0.875
T24,39,2025-04-24,Thursday,B1,early,06:00-07:00,0,1,330,1.0,1.0,1.0,-0.377
T24,39,2025-04-24,Thursday,B2,peak_am,07:00-09:00,1,2,1576,1.2587,1.0,1.2587,0.493
T24,39,2025-04-24,Thursday,B3,midday,09:00-16:00,0,7,798,1.0,1.0,1.0,-0.065
T24,39,2025-04-24,Thursday,B4,peak_pm,17:00-19:00,1,2,1987,1.3957,1.0,1.3957,0.81
T23,40,2025-04-25,Friday,B1,early,06:00-07:00,0,1,320,1.0,1.01,1.01,-0.386
T23,40,2025-04-25,Friday,B2,peak_am,07:00-09:00,1,2,1566,1.2553,1.05,1.3181,0.493
T23,40,2025-04-25,Friday,B3,midday,09:00-16:00,0,7,846,1.0153,1.02,1.0356,-0.033
T23,40,2025-04-25,Friday,B4,peak_pm,17:00-19:00,1,2,2061,1.4203,1.04,1.4771,0.83
T24,40,2025-04-25,Friday,B1,early,06:00-07:00,0,1,339,1.0,1.0,1.0,-0.398
T24,40,2025-04-25,Friday,B2,peak_am,07:00-09:00,1,2,1594,1.2647,1.0,1.2647,0.51
T24,40,2025-04-25,Friday,B3,midday,09:00-16:00,0,7,816,1.0053,1.0,1.0053,-0.054
T24,40,2025-04-25,Friday,B4,peak_pm,17:00-19:00,1,2,2168,1.456,1.0,1.456,0.935
